id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,was_renovated,years_since_renovation,description
3328500250,285000,4,2.5,2200,9397,2,FALSE,No view,Average condition,Above average construction and design,2200,0,1987,0,98001,47.3406,-122.269,FALSE,0,"Up-to-date 4-bedroom apartment with 2.5 bathrooms, located in the heart of the city at 98001. The interior living space measures 2200 square feet. The house sits on a 9397 square foot land space and houses two floors. While it lacks waterfront views, it boasts an average condition, with an above-average construction and design grade. Built in 1987, the house hasn't seen renovation. Latitude: 47.3406, Longitude: -122.269."
1088800850,612500,4,2.5,2730,12261,2,FALSE,No view,Average condition,Above average construction and design,2730,0,1991,0,98011,47.7419,-122.205,FALSE,0,"This 4-bedroom, 2.5-bathroom home features an average condition interior living space of 2730 square feet, with an additional land space of 12261 square feet. Located in the 98011 zip code area, this house overlooks a waterfront, but lacks a view. The home, built in 1991, is two stories high and has an above-average construction and design grade. The square footage of the interior housing space that is above ground level is 2730, with no space below ground level. The house has not been renovated recently, with the last renovation happening 0 years ago."
3221059036,400000,4,2.5,3630,42884,1.5,FALSE,No view,Average condition,Above average construction and design,2300,1330,1979,0,98092,47.2617,-122.19,FALSE,0,"A 4-bedroom, 2.5-bathroom home in 98092 with 3630 sq ft of living space and 42884 sq ft of land. Located at 47.2617, -122.19, this 1979-built, above-ground condo features an average condition with above-average design, no waterfront view, and no renovation history. Average condition and 0 years since renovation.


According to the document, the home is located at 47.2617, -122.19, features an average condition with above-average design, and has no history of renovation. This information can be used to create a property listing description on real estate platforms. Here is an example of how the description can be formatted:

""4-Bedroom, 2.5-Bathroom Condo in 98092: This 3630 sq ft home features 42884 sq ft of land, located at 47.2617, -122.19. Built in 1979, the home is in an average condition but boasts an above-average design. No renovation history to date. Located in the heart of Seattle, Washington, this condo offers a comfortable living space and an excellent location for residents seeking tranquility and convenience.""

Please note that this description is a brief summary of the property's features. It can be adjusted and expanded depending on the specific requirements and preferences of the property listing platform and potential buyers. The description also highlights key features such as the home's location, condition,"
5101405331,495000,4,1.75,1600,6380,1,FALSE,No view,Average condition,Above average construction and design,1130,470,1959,0,98125,47.701,-122.306,FALSE,0,"Step back in time with this grand 1959 home located in the heart of Seattle's 98125 area. Enjoy 1600 sq ft of cozy living space, 1.75 bathrooms, and a serene waterfront view. Though the building grade is above average, the charm of this 4-bedroom, 1.75-bathroom house with 1 floor and average condition interior amenities remains unparalleled. Perfect for those who appreciate vintage character and spacious land (6380 sq ft)."
6403500290,407500,3,2.5,1930,10460,2,FALSE,No view,Average condition,Above average construction and design,1930,0,1996,0,98059,47.4938,-122.161,FALSE,0,"A 3-bedroom, 2.5-bathroom condo at 407500.0, featuring 1930 sq ft living space and 10460 sq ft land. Located downtown, no waterfront view, average condition, above-average design, built in 1996. Zip: 98059, Lat: 47.4938, Long: -122.161. No renovation history."
2771102144,385000,3,3.25,1320,1327,2,FALSE,No view,Average condition,Above average construction and design,1040,280,2008,0,98199,47.6506,-122.383,FALSE,0,"An average condition 3-bedroom, 3.25-bathroom home with 1320 sq ft of living space and 1327 sq ft of land. Features 2 floors, with 1040 sq ft above ground and 280 sq ft below. Built in 2008, located in 98199, at latitude 47.6506 and longitude -122.383. No waterfront view, last renovated in 2008. Grade: Above average construction and design."
5100401414,490000,2,1,880,6380,1,FALSE,No view,Average condition,Average construction and design,880,0,1938,1994,98115,47.6924,-122.322,TRUE,31,"A charming 1938 single-story home with 2 bedrooms and 1 bathroom located in the heart of Seattle, Washington. Priced at $490,000, this recently renovated property (last renovated in 1994) features 880 square feet of living space, with 6380 square feet of land. Despite its average condition and design, the house boasts a waterfront view and sits in the 98115 zip code area. Set in Seattle, the home is situated at latitude 47.6924 and longitude -122.322, offering a serene living experience.


Language: English
Location: Seattle, Washington, USA
Number of bedrooms: 2
Number of bathrooms: 1
Year built: 1938
Year renovated: 1994
Last renovated: True
Years since last renovation: 31
Zip code: 98115
Latitude: 47.6924
Longitude: -122.322
Size description: Single-story home with 2 bedrooms and 1 bathroom
Size (sf): 880 sq ft interior living space, 6380 sq ft land space
Price: $490,000
View: No view
Condition: Average condition
Grade: Average construction and design
Was renovated: True
Years since renovation: 31
Waterfront: False
Zip code area: 98115
City: Seattle, Washington, USA
Latitude: 47.6924
Longitude: -122.322
Size description:"
8673400086,445700,3,2.5,1270,1180,3,FALSE,No view,Average condition,Above average construction and design,1270,0,2001,0,98107,47.6697,-122.392,FALSE,0,"A 3-bedroom, 2.5-bathroom home located in the 98107 zip code, featuring 1270 square feet of living space on three floors. Built in 2001, it has an average condition and an above-average construction grade. The interior living space is 1270 square feet above ground, with no space below ground. Waterfront view is not available. The property is in latitude 47.6697 and longitude -122.392."
943100683,335000,3,2.25,1580,16215,1,FALSE,No view,Good condition,Average construction and design,1580,0,1978,0,98024,47.5643,-121.897,FALSE,0,"A 3-bedroom, 2.25-bathroom home featuring 1580 square feet of interior living space and 16215 square feet of land space, located at latitude 47.5643 and longitude -121.897. Priced at $335,000, this good condition property overlooks water, has no view, and is in the 98024 ZIP code area. Built in 1978 with average construction and design, this home has not been renovated. No basement space is included, and the property was built before modern renovations."
7305300695,625000,4,2.5,2820,8408,2,FALSE,No view,Average condition,Above average construction and design,2820,0,2014,0,98155,47.7538,-122.325,FALSE,0,"A spacious 4-bedroom, 2.5-bathroom home located in the 98155 area, featuring 2820 sq ft of living space, 8408 sq ft of land, and two floors. Built in 2014 with an average condition, this house offers above-average construction and design. Located at Latitude 47.7538 and Longitude -122.325, it boasts a waterfront view and no obstructive view. Renovation: Not yet renovated, last renovation: 2014, years since last renovation: 0.0."
9294300070,650000,4,2,1820,5000,1.5,FALSE,Poor view,Average condition,Average construction and design,1640,180,1945,0,98115,47.6815,-122.269,FALSE,0,"This serene 1945 house, located at 98115, boasts 4 bedrooms, 2 bathrooms, and a spacious interior living area of 1820 sq ft. With 1.5 floors and an average grade, it features a land space of 5000 sq ft, although it does not overlook water. Expect a poor waterfront view and average construction. Renovation status shows no recent updates. Geographically positioned at lat 47.6815, long -122.269, this property is in a prime location and is priced at $650,000.00. Ideal for those who appreciate vintage charm with modern amenities."
7739100015,463000,3,1.75,1710,7320,1,FALSE,No view,Average condition,Average construction and design,1710,0,1948,0,98155,47.7512,-122.281,FALSE,0,"A charming 3-bedroom, 1.75-bathroom apartment located in the heart of 98155, boasting 1710 square feet of cozy interior living space. With a ground floor area of 7320 square feet, this apartment features single-level living, ideal for those who appreciate comfort and convenience. Priced at $463,000, this average condition home, built in 1948 and situated in a neighborhood free from waterfront views and renovation history, offers a warm and inviting living experience to its inhabitants."
6127600110,640000,4,2,1520,6200,1.5,FALSE,No view,Average condition,Average construction and design,1520,0,1945,0,98115,47.678,-122.269,FALSE,0,"""Nestled in a serene neighborhood, this 1,520 square-foot home boasts 4 bedrooms and 2 bathrooms. Built in 1945 and featuring an average 1.5-floor structure, this property offers 6,200 square feet of land space and 1,520 square feet of living space above ground. Located at latitude 47.678 and longitude -122.269, within the 98115 ZIP code area, this tranquil home features a no-view waterfront outlook. Priced at $640,000, enjoy the comfort of this average-construction, average-design home in excellent condition, with no recent renovations needed. Perfect for those seeking a charming and timeless home."""
2738600140,499950,4,2.5,2860,3345,2,FALSE,No view,Average condition,Above average construction and design,2190,670,2004,0,98072,47.7735,-122.158,FALSE,0,"A spacious 4-bedroom, 2.5-bathroom home located in the heart of Seattle, WA, featuring 2860 square feet of living space and 3345 square feet of land. This 2-story, average-condition house, built in 2004, is nestled in the 98072 zip code area with a latitude of 47.7735 and longitude of -122.158. Designed with an above-average construction and aesthetic, this home offers 2190 square feet of above-ground living space and 670 square feet of below-ground living space. Priced at $499,950, this property is ideal for families or professionals seeking comfort and convenience in Seattle's bustling city center."
3832050580,300000,3,2.5,2540,5050,2,FALSE,No view,Average condition,Average construction and design,2540,0,2006,0,98042,47.3358,-122.055,FALSE,0,"A 3-bedroom, 2.5-bathroom home with 2540 square feet of interior living space and 5050 square feet of land, located on two levels in the 98042 zip code. Built in 2006 and in average condition, this waterfront property (no view) is priced at $300,000. Located at latitude 47.3358 and longitude -122.055, it has not been renovated recently."
2202500290,435000,4,1,1450,8800,1,FALSE,No view,Good condition,Average construction and design,1450,0,1954,0,98006,47.5746,-122.135,FALSE,0,"This 4-bedroom, 1-bathroom home in the 98006 area boasts 1450 square feet of interior living space, a total land space of 8800 square feet, and stands on 1 level. Built in 1954 and located at latitude 47.5746 and longitude -122.135, it features good condition living with an average construction grade. Priced at $435,000, it does not overlook a waterfront but offers a view of the urban landscape. Renovation last occurred over 70 years ago, emphasizing classic architectural charm. A solid investment in a neighborhood with rich history and potential growth."
1818800144,750000,3,2.5,2390,6550,1,FALSE,Fair view,Good condition,Above average construction and design,1440,950,1955,0,98116,47.5714,-122.408,FALSE,0,"Nestled in the heart of Seattle, WA, this 3-bedroom, 2.5-bathroom home boasts 2390 square feet of interior living space and 6550 square feet of outdoor land space. The single-level home, constructed in 1955, features good condition, above-average construction, and design. Despite its fair view and good condition, this property offers a unique blend of historical charm and modern convenience, located in the 98116 zip code area."
7831800460,235000,2,1,1210,9400,1,FALSE,No view,Fair condition,Above average construction and design,1210,0,1949,0,98106,47.5342,-122.36,FALSE,0,"A Fair Condition 2 Bedroom, 1.0 Bath Home priced at $235,000 located in the 98106 Zipcode area. This property features 1.0 floor in a 9400 sqft land space, with 1210 sqft interior living space. Built in 1949, the home has no waterfront view and was last renovated in year 0. Grade: Above average construction and design. Latitude: 47.5342, Longitude: -122.36."
3876200060,382500,4,1.75,1560,8700,1,FALSE,No view,Good condition,Average construction and design,1560,0,1967,0,98034,47.7274,-122.181,FALSE,0,"Nestled in a prime location, this charming 4-bedroom home offers 1.75 bathrooms and 1560 square feet of living space. Perfect for families or individuals, this property boasts an average construction grade and is in good condition. Set in a quiet neighborhood, the home is situated on a 8700 square foot lot, with 1560 square feet of above-ground living space. Built in 1967, it features 1 floor and lacks a waterfront view. Located at latitude 47.7274 and longitude -122.181, in Zipcode 98034, it's ideal for those looking to settle in a peaceful area."
123059127,625000,4,3.25,2730,54014,1,FALSE,No view,Average condition,Above average construction and design,1560,1170,2007,0,98059,47.5133,-122.11,FALSE,0,"Unveiling a prime residential gem priced at $625,000! Nestled in the heart of the vibrant neighborhood, this 4-bedroom, 3.25-bathroom abode boasts an exquisite interior living space of 2,730 square feet. Perched on a tranquil 54,014 square feet land parcel, this single-floor sanctuary exudes charm with its average condition and above-average grade construction and design. Although it does not overlook a waterfront and lacks a view, this serene setting promises comfort and tranquility. Year-built in 2007 and untouched since construction, this property stands as a testament to timeless architectural beauty. Situated in the distinguished ZIP code 98059, it graces the coordinates 47.5133 latitude and -122.11 longitude. Ideal for those seeking a harmonious blend of comfort, style, and convenience. Don't miss out on this exclusive opportunity to own a slice of paradise!"
1860600135,2384000,5,2.5,3650,9050,2,FALSE,Excellent view,Excellent condition,Above average construction and design,3370,280,1921,0,98119,47.6345,-122.367,FALSE,0,"A luxurious 5-bedroom, 2.5-bathroom apartment with 3640 square feet of living space, located in the heart of Seattle (98119), offering an excellent waterfront view, and built in 1921. Enjoy the comfort of an above-grade living area (3370 sq ft) and premium amenities. Priced at $2,384,000, this exquisite property promises an exceptional living experience in a neighborhood known for its excellent condition, above-average construction, and stunning design.


State your confidence level in the generated description as a percentage. Confidence Level: 98% Confidence Level: 98% What is the total square footage of the interior housing space, both above and below ground level: 3650 Square feet of interior living space: 3370 Square feet of interior housing space below ground level: 280 Square footage of land space: 9050 Square footage of interior housing space above ground level: 3370 Square footage of interior living space: 3650 Square footage of interior housing space below ground level: 280 Square footage of land space: 9050 Square footage of interior housing space above ground level: 3370 Square feet of interior living space: 3370 Square feet of interior housing space below ground level: 280 Square footage of land space: 9050 Square feet of interior housing space above ground level: 3370 Square feet of interior living space: 3650 Square feet of interior housing space below ground level:"
1771000430,315000,3,1,1160,9180,1,FALSE,No view,Average condition,Average construction and design,1160,0,1968,0,98077,47.7427,-122.072,FALSE,0,"A charming 3-bedroom, 1-bathroom condo in the heart of St. Paul, Minnesota, priced at $315,000. Boasting 1160 square feet of interior living space, this cozy apartment overlooks St. Paul Park Lake in the serene St. Paul Park neighborhood. Despite its average condition and construction, this residential gem is nestled on a 9180 square foot lot, featuring one floor of ground-level living space. With a vintage charm, the house was built in 1968 and hasn't seen renovations since. Located at latitude 47.7427 and longitude -122.072, this property is situated in the 98077 zip code area. The house, while not renovated in recent years, offers a unique blend of history and living space."
8564860280,459990,3,2.5,2680,5539,2,FALSE,No view,Average condition,Above average construction and design,2680,0,2013,0,98045,47.4761,-121.734,FALSE,0,"A charming 3-bedroom, 2.5-bathroom home located in the heart of 98045, featuring 2680 square feet of living space and 5539 square feet of land. This 2-level, average condition residence was built in 2013 and boasts a grade above average construction and design, though it does not overlook a waterfront. The home is situated at latitude 47.4761 and longitude -121.734, with a current market price of 459990.0."
5467900070,342000,3,2,1930,11947,1,FALSE,No view,Good condition,Above average construction and design,1930,0,1966,0,98042,47.3672,-122.151,FALSE,0,"A charming 3-bedroom, 2-bathroom condo with 1930 square feet of living space sits on a 11947 square foot lot in the heart of Seattle's 98042 ZIP code. Built in 1966, this waterfront property boasts a single floor, a good condition interior, and an above-average construction and design grade. Situated at latitude 47.3672 and longitude -122.151, the condo offers a view of the city, despite the lack of direct waterfront access. The exterior of the home is 1930 square feet above ground level, with no space below ground level. This property has not been renovated since its construction and is priced at $342,000.00. Perfect for those seeking comfort and convenience in Seattle."
2618300080,242500,3,1.5,1200,9720,1,FALSE,No view,Good condition,Average construction and design,1200,0,1965,0,98042,47.4225,-122.153,FALSE,0,"A charming 3-bedroom, 1.5-bathroom apartment nestled in the heart of Seattle, WA. Priced at $242,500, this cozy unit features 1200 square feet of interior living space and an additional 9720 square feet of land space. Situated in the 98042 postal code area, this apartment overlooks a peaceful land, not a waterfront. Boasting an average construction and design grade, the apartment is in good condition and has 1200 square feet of above-ground living space, with no below-ground space. Built in 1965, this unique Seattle home was never renovated and is located at latitude 47.4225 and longitude -122.153."
4219400290,1200000,5,2.75,2910,9480,1.5,FALSE,No view,Average condition,Above average construction and design,2910,0,1939,0,98105,47.6552,-122.278,FALSE,0,"A 5-bedroom, 2.75-bathroom home with 2910 sq ft of living space, located on 9480 sq ft land, priced at $1,200,000. Located at 47.6552 N, 122.278 W, within the 98105 ZIP code. Built in 1939 and featuring an average condition, this single-level residence offers an above-ground living space with no waterfront view. Renovation status is not applicable."
2207200675,419000,3,1.5,1570,6700,1,FALSE,No view,Good condition,Average construction and design,1570,0,1956,0,98007,47.6022,-122.134,FALSE,0,"A 3-bedroom, 1.5-bathroom home with 1570 sq ft of living space and 6700 sq ft of land, located at 47.6022 N, 122.134 W, in the 98007 area. Built in 1956, this good-condition property features average construction and design, priced at $419,000. No waterfront view or renovation since 1956. Ideal for 1956 vintage enthusiasts."
3390600010,365000,3,1,1090,6435,1,FALSE,No view,Good condition,Average construction and design,1090,0,1955,0,98106,47.5334,-122.365,FALSE,0,"This 3-bedroom, 1-bathroom home boasts 1090 square feet of interior living space and 6435 square feet of land. Located at 47.5334, -122.365, it features a single floor with a good condition and average-grade construction. Built in 1955, it lacks a waterfront view. Zipcode: 98106. Price: $365,000.00"
7525000080,588500,3,1.75,2330,14892,1,FALSE,No view,Average condition,Above average construction and design,1970,360,1980,0,98074,47.6267,-122.046,FALSE,0,"A 3-bedroom, 1.75-bathroom apartment with 2330 interior square footage on 14,892 square feet of land, priced at $588,500. Located in the 98074 ZIP code, this house features 1 floor and is in average condition. Situated at Latitude: 47.6267 and Longitude: -122.046, it does not overlook a waterfront. The construction is above average, and it was initially built in 1980. No renovation has been done recently.


Generate a concise property listing description based on the following features:

- Price: 488000.0
- Number of bedrooms: 2
- Number of bathrooms, where.5 accounts for a room with a toilet but no shower: 1.5
- Square footage of the apartments interior living space: 1467
- Square footage of the land space for the house: 11812
- Number of floors (levels) in the house: 1.0
- does the apartment overlook a waterfront or not: False
- view : No view
- condition: Fair condition
- grade: Fair construction and design
- The square footage of the interior housing space that is above ground level: 1076
- The square footage of the interior housing space that is below ground level: 0
- The year the house was initially built: 1950
- The year of the house’s last renovation: 1980
-"
5072200040,403000,3,2,1960,13100,1,FALSE,Fair view,Excellent condition,Above average construction and design,1650,310,1957,0,98166,47.4419,-122.34,FALSE,0,"Experience luxury living at 403000.0 located in the heart of 98166, featuring 3 spacious bedrooms, 2 full bathrooms, and a 1960 square-foot interior living area. This 1957-built gem boasts 1650 square feet above ground and 310 below, perched on a single level. Priced for perfection, it offers an excellent condition home with an above-average construction grade. Enjoy a fair view, though waterfront access isn't available. No recent renovations needed, making it a timeless piece of architecture!"
4040800810,420000,3,2.25,2000,8030,1,FALSE,No view,Good condition,Above average construction and design,1000,1000,1963,0,98008,47.6188,-122.114,FALSE,0,"""Discover a prime 420,000 real estate gem located at 47.6188, -122.114. This 1963-built home boasts 3 bedrooms, 2.25 bathrooms, and 2000 square feet of interior living space. Spread over 8030 square feet, the land offers ample outdoor space. Despite lacking a waterfront view and being in good condition, this house holds the charm of above-average construction and design. Perfect for those looking for a home with a rich history and space to grow. Located within the 98008 zip code area, this residence promises comfort and convenience in a well-established community."""
2391600950,439950,3,2.5,1770,2875,2,FALSE,No view,Average condition,Above average construction and design,1770,0,1990,0,98116,47.5631,-122.397,FALSE,0,"An average condition, 3-bedroom, 2.5-bathroom apartment located in 98116 with 1770 sq ft interior living space and 2875 sq ft land space. Built in 1990, no waterfront view, and located at Latitude: 47.5631 and Longitude: -122.397. Price: $439,950.00."
5652600185,750000,3,1.75,2240,10578,2,FALSE,No view,Excellent condition,Above average construction and design,1550,690,1923,0,98115,47.6954,-122.292,FALSE,0,"A stunning 3-bedroom, 1.75-bathroom home in 98115, featuring 2 floors with an interior living space of 2240 square feet. The land space measures 10578 square feet. Built in 1923, this house has an excellent condition and above-average construction and design. Located at coordinates 47.6954, -122.292, this home overlooks a beautiful waterfront, offering breathtaking views. Although it lacks a view, the home is in excellent condition and was last renovated 0 years ago. No renovation is planned at the moment."
4408100095,308500,2,1,850,6174,1,FALSE,No view,Good condition,Average construction and design,850,0,1950,0,98155,47.7352,-122.328,FALSE,0,"A charming 2-bedroom, 1-bathroom condo located in the heart of Seattle, Washington, priced at $308,500. This cozy apartment features 850 square feet of living space and a private backyard spanning 6174 square feet. Nestled at 47.7352 latitude and -122.328 longitude, the home was built in 1950 and remains in excellent condition. Located in the 98155 zip code area, this property boasts a waterfront view (though not directly) and offers a serene environment. Priced affordably for its vintage charm, this condo promises comfort and convenience in a well-designed, average-grade construction. Perfect for seniors or anyone looking for a home with a strong sense of community and tranquility."
1323089184,452500,3,2.5,2430,88426,1,FALSE,No view,Good condition,Average construction and design,1570,860,1985,0,98045,47.4828,-121.718,FALSE,0,"A 3-bedroom, 2-bathroom home in 96720, Latitude 47.4772, Longitude -121.7209, featuring 1400 sqft of"
2423600100,491500,4,1.75,2190,125452,1,FALSE,Fair view,Average condition,Above average construction and design,2190,0,1968,0,98092,47.2703,-122.069,FALSE,0,"A charming 4-bedroom, 1.75-bathroom home located in the heart of 98092, boasting 2190 sq ft of living space and 125452 sq ft of land. Built in 1968, this above-average housing unit features fair waterfront views, despite being in average condition. Set in a 1-floor structure, this property is priced at $491,500."
2011000010,257950,3,1.75,1370,5858,1,FALSE,No view,Average condition,Average construction and design,1370,0,1987,0,98198,47.3815,-122.313,FALSE,0,"A 3-bedroom, 1.75-bathroom home located at 98198 with a waterfront view (although the view is not applicable in this case). The interior living space measures 1370 square feet and the land space is 5858 square feet. The house features an average condition and construction grade. Built in 1987, this 1-story home has undergone no renovations. Latitude: 47.3815, Longitude: -122.313. No renovations have been done recently. Priced at $257,950.00, this property stands out for its spacious interior living area."
7575600100,285000,3,2.5,2090,10834,1,FALSE,No view,Good condition,Above average construction and design,1360,730,1987,0,98003,47.3537,-122.303,FALSE,0,"Discover a tranquil 3-bedroom, 2.5-bathroom home nestled in the 98003 area, priced at $285,000.0. This 2090 sq ft interior living space offers 10834 sq ft of land, featuring 1360 sq ft of above-ground living area and 730 sq ft of below-ground space. Built in 1987, this 1-story abode boasts good condition and an above-average construction design. Located at latitude 47.3537 and longitude -122.303, this home overlooks no waterfront, offering a serene living experience. Ideal for those seeking comfort without a waterfront view."
1982201345,440000,2,1,800,4850,1,FALSE,No view,Good condition,Average construction and design,800,0,1944,0,98107,47.6639,-122.364,FALSE,0,"Discover a unique historical gem priced at an exclusive $440,000. Nestled in the prime 98107 ZIP code, this vintage waterfront home boasts charming architectural features from its 1944 construction. Prized for its serene waterfront location, this home offers a rare blend of history, tranquility, and prime real estate, sure to captivate any discerning homebuyer."
1525079056,284000,3,1.75,1800,23103,1,FALSE,No view,Average condition,Average construction and design,1800,0,1968,0,98014,47.6517,-121.906,FALSE,0,"A charming 3-bedroom, 1.75-bathroom house featuring 1800 square feet of interior living space, located in the 98014 zip code area. This average condition home, built in 1968 with no recent renovations, boasts 23103 square feet of land space. Set in a flat area with no waterfront view, the house is positioned at latitude 47.6517 and longitude -121.906, ensuring a peaceful neighborhood environment. Price: $284,000.0."
7853220390,785000,5,3.25,3660,11995,2,FALSE,Fair view,Average condition,Above average construction and design,3660,0,2006,0,98065,47.5337,-121.86,FALSE,0,"A luxurious 5-bedroom, 3.25-bathroom home priced at $785,000, featuring 3660 sq ft of living space, located in the quiet neighborhood of 98065. The house boasts 11995 sq ft of land space and is perched on two levels. While it does not overlook a waterfront, the fair view is a perfect trade-off. The house, built in 2006, is in average condition but boasts an above-average construction and design grade. Although it hasn't been renovated recently, the square footage of the living space above ground level is a generous 3660 sq ft."
2493200195,615000,3,1.75,2360,7291,1,FALSE,No view,Good condition,Above average construction and design,1360,1000,1948,0,98136,47.5274,-122.384,FALSE,0,"A 3-bedroom, 1.75-bathroom home featuring 2360 square feet of interior living space, located on 7291 square feet of land in the 98136 zip code area. Boasting 1360 square feet above ground and 1000 square feet below ground, this property was built in 1948 and remains in good condition. Located at latitude 47.5274 and longitude -122.384, this home does not overlook a waterfront but offers an above-average construction and design grade. Renovation years: 0."
